"","Age","Attrition","BusinessTravel","Department","DistanceFromHome","Education","EducationField","EmployeeID","Gender","JobLevel","JobRole","MaritalStatus","MonthlyIncome","NumCompaniesWorked","PercentSalaryHike","StockOptionLevel","TotalWorkingYears","TrainingTimesLastYear","YearsAtCompany","YearsSinceLastPromotion","YearsWithCurrManager","EnvironmentSatisfaction","JobSatisfaction","WorkLifeBalance","JobInvolvement","PerformanceRating","nhrs","nleaves","novertime","consecutive_holidays"
"858",34,"No","Travel_Rarely","Research & Development",3,3,"Life Sciences",858,"Male",2,"Sales Executive","Single",20440,1,11,0,1,2,1,0,0,1,4,1,3,3,7.42216410971641,22,4,3
"859",55,"No","Travel_Rarely","Research & Development",11,1,"Medical",859,"Female",1,"Laboratory Technician","Married",26930,1,18,0,36,6,36,2,13,3,4,3,2,3,6.37220204178537,27,0,3
"861",26,"No","Travel_Rarely","Research & Development",4,3,"Life Sciences",861,"Male",1,"Research Director","Married",32940,1,11,0,1,6,1,0,0,1,4,3,3,3,7.30157019990702,22,4,3
"863",38,"No","Travel_Rarely","Research & Development",2,3,"Life Sciences",863,"Female",1,"Manufacturing Director","Single",27780,2,13,0,8,5,3,1,2,2,2,4,2,3,7.24501077586207,29,2,4
"864",36,"No","Travel_Rarely","Human Resources",1,3,"Human Resources",864,"Male",1,"Research Scientist","Single",23770,6,13,2,15,3,1,0,0,2,3,3,3,3,7.4275481000481,30,3,3
"865",29,"No","Travel_Rarely","Research & Development",10,3,"Life Sciences",865,"Male",1,"Sales Representative","Single",24040,1,17,0,10,3,10,1,5,2,1,3,2,3,8.1088513830286,24,160,3
"866",35,"No","Travel_Rarely","Sales",12,2,"Life Sciences",866,"Female",2,"Sales Executive","Single",23180,3,19,0,10,4,5,0,4,1,3,3,4,3,9.29944200779727,33,228,3
"867",39,"No","Travel_Rarely","Sales",2,2,"Medical",867,"Female",1,"Sales Executive","Married",20080,2,12,0,11,3,7,7,6,4,3,3,3,3,7.76885714285714,16,52,3
"868",29,"No","Travel_Frequently","Research & Development",5,1,"Medical",868,"Female",1,"Research Scientist","Divorced",62440,1,22,0,6,3,6,1,3,1,4,4,3,4,6.83288912330052,24,0,4
"869",50,"No","Travel_Rarely","Research & Development",4,2,"Medical",869,"Female",1,"Laboratory Technician","Married",27990,4,12,1,27,0,1,0,0,3,3,3,1,3,9.38732638888889,21,240,3
"870",23,"No","Travel_Rarely","Research & Development",7,2,"Life Sciences",870,"Female",3,"Manager","Married",105520,2,11,0,4,2,2,2,2,4,3,3,3,3,6.66404282407407,21,0,3
"871",36,"No","Travel_Frequently","Sales",21,3,"Life Sciences",871,"Male",2,"Human Resources","Married",23290,3,15,0,9,2,3,0,2,1,1,3,3,3,9.21666075650118,26,235,3
"872",42,"No","Travel_Rarely","Research & Development",8,2,"Life Sciences",872,"Female",5,"Manager","Single",40140,8,13,1,24,3,1,0,1,4,4,3,3,3,5.99689871970736,18,0,3
"873",35,"No","Travel_Rarely","Sales",4,3,"Medical",873,"Female",2,"Laboratory Technician","Married",74030,1,12,1,10,4,10,6,8,2,3,2,3,3,6.3917577413479,17,0,3
"874",34,"No","Travel_Frequently","Research & Development",25,1,"Life Sciences",874,"Female",1,"Manager","Married",22590,1,14,0,8,2,8,7,7,4,3,2,3,3,5.99543941570881,29,0,3
"875",40,"No","Travel_Rarely","Research & Development",1,4,"Life Sciences",875,"Male",2,"Laboratory Technician","Married",69320,1,13,0,5,5,5,1,2,4,1,3,3,3,6.49163711583924,26,0,3
"876",43,"No","Travel_Rarely","Research & Development",1,1,"Other",876,"Male",1,"Manager","Divorced",46780,5,25,1,8,0,6,0,2,4,2,3,4,4,7.03056773879142,33,0,3
"877",35,"No","Travel_Rarely","Sales",6,3,"Marketing",877,"Female",3,"Sales Representative","Married",135820,1,17,1,1,3,1,0,1,3,4,2,2,3,7.32054482594182,28,4,3
"878",46,"No","Travel_Rarely","Research & Development",12,4,"Technical Degree",878,"Male",1,"Laboratory Technician","Single",23320,1,11,0,27,2,26,0,12,4,1,1,3,3,6.59913439372983,20,0,3
"879",28,"Yes","Travel_Rarely","Human Resources",1,3,"Medical",879,"Female",2,"Laboratory Technician","Married",24130,1,16,1,1,2,1,0,0,3,2,3,3,3,8.4173417721519,24,218,3
"880",22,"No","Non-Travel","Sales",17,2,"Marketing",880,"Male",3,"Sales Executive","Married",97050,1,18,2,4,3,4,1,3,2,3,2,2,3,8.88223042662916,24,237,3
"881",50,"No","Travel_Frequently","Research & Development",3,3,"Other",881,"Male",2,"Research Scientist","Married",42940,2,20,0,32,2,30,12,13,2,3,3,2,4,9.42523205304069,18,243,3
"882",32,"No","Travel_Rarely","Research & Development",3,2,"Life Sciences",882,"Male",3,"Research Scientist","Married",47210,3,14,1,6,3,3,0,2,2,4,3,3,3,6.34461446360153,29,0,3
"883",44,"No","Travel_Rarely","Research & Development",10,3,"Technical Degree",883,"Male",3,"Manager","Divorced",25190,0,21,2,23,2,22,1,10,2,4,2,3,4,8.78037494284408,18,242,3
"884",30,"No","Travel_Rarely","Research & Development",4,3,"Medical",884,"Female",1,"Research Director","Married",21210,1,13,1,6,2,6,1,1,2,2,2,3,3,6.56224248927039,28,0,3
"885",45,"No","Travel_Rarely","Sales",29,2,"Technical Degree",885,"Female",2,"Research Scientist","Single",29730,1,12,0,10,2,10,1,4,3,1,3,3,3,8.87501467931346,15,245,3
"886",45,"No","Non-Travel","Sales",2,4,"Life Sciences",886,"Male",2,"Manufacturing Director","Married",58550,1,14,1,10,3,10,4,5,1,1,3,2,3,7.90887815927516,28,89,4
"887",31,"No","Travel_Frequently","Research & Development",7,3,"Medical",887,"Male",2,"Research Scientist","Single",36170,7,21,1,10,5,5,0,3,4,1,3,3,4,7.14468168812589,28,1,3
"888",36,"No","Travel_Rarely","Research & Development",18,1,"Medical",888,"Male",2,"Manufacturing Director","Married",67250,9,17,1,7,3,3,1,1,3,3,3,3,3,10.9168934240363,16,245,3
"889",34,"No","Travel_Frequently","Sales",28,4,"Marketing",889,"Male",5,"Manufacturing Director","Divorced",103250,1,11,1,9,3,9,7,2,3,4,3,2,3,6.10216178521618,22,0,3
"890",49,"No","Travel_Rarely","Research & Development",1,4,"Life Sciences",890,"Male",3,"Healthcare Representative","Married",69490,1,14,1,10,2,9,1,4,3,1,2,3,3,7.29570316132032,22,2,3
"891",39,"No","Travel_Rarely","Research & Development",6,2,"Life Sciences",891,"Male",3,"Research Scientist","Married",106090,2,17,1,10,2,7,7,7,2,1,3,3,3,6.56734299516908,31,0,3
"892",27,"No","Travel_Rarely","Research & Development",2,1,"Life Sciences",892,"Male",4,"Research Scientist","Divorced",44470,1,13,0,7,4,7,0,7,4,1,3,3,3,6.09046982167353,18,0,3
"893",35,"No","Travel_Rarely","Research & Development",2,3,"Medical",893,"Female",2,"Sales Executive","Married",21570,1,25,0,16,1,16,1,10,2,1,3,2,4,7.60310401891253,26,23,3
"894",28,"No","Travel_Rarely","Research & Development",23,3,"Life Sciences",894,"Male",3,"Manufacturing Director","Divorced",46010,0,15,2,6,2,5,0,0,2,1,2,3,3,7.38428125,21,4,3
"895",21,"No","Travel_Rarely","Research & Development",3,1,"Life Sciences",895,"Female",1,"Laboratory Technician","Single",170990,1,14,1,3,2,2,2,2,3,4,3,3,3,7.88082387706856,26,81,3
"896",18,"Yes","Travel_Frequently","Research & Development",3,5,"Medical",896,"Male",1,"Research Director","Single",24790,1,12,1,0,2,0,0,0,2,4,4,2,3,8.39764060356653,18,212,3
"897",47,"No","Travel_Rarely","Research & Development",25,4,"Medical",897,"Male",2,"Research Scientist","Married",148520,3,19,3,27,3,5,1,0,4,3,3,2,3,6.03974173553719,19,0,3
"898",39,"No","Travel_Rarely","Sales",2,4,"Life Sciences",898,"Male",1,"Laboratory Technician","Divorced",72640,0,17,0,11,5,10,0,7,3,3,3,3,3,6.87000368731563,35,0,3
"899",40,"No","Travel_Rarely","Research & Development",22,1,"Life Sciences",899,"Male",1,"Laboratory Technician","Married",56660,1,14,1,18,2,18,14,12,1,3,3,3,3,7.58694685990338,31,19,3
"900",35,"No","Non-Travel","Research & Development",29,3,"Medical",900,"Female",2,"Sales Executive","Married",78230,1,13,1,15,3,14,2,9,3,3,3,3,3,6.19180917874396,31,0,4
"901",37,"No","Travel_Rarely","Research & Development",29,4,"Technical Degree",901,"Male",1,"Laboratory Technician","Married",78800,3,12,1,9,2,4,0,2,3,3,2,4,3,7.9939969781497,22,120,4
"902",39,"No","Travel_Frequently","Research & Development",2,3,"Technical Degree",902,"Female",2,"Manager","Single",131940,0,11,0,10,2,9,3,8,1,3,1,3,3,6.66040948275862,29,0,4
"903",45,"No","Travel_Rarely","Research & Development",28,3,"Life Sciences",903,"Female",2,"Laboratory Technician","Divorced",50670,1,11,2,10,3,10,3,9,4,4,3,2,3,7.31715105601469,19,2,3
"904",38,"No","Travel_Rarely","Research & Development",2,4,"Life Sciences",904,"Female",3,"Sales Executive","Married",50790,3,11,0,10,3,5,0,2,4,3,4,3,3,9.58850500715308,28,233,4
"905",35,"Yes","Travel_Rarely","Research & Development",2,3,"Life Sciences",905,"Male",3,"Healthcare Representative","Married",23210,9,12,1,15,0,13,6,0,4,1,3,3,3,5.96661226851852,21,0,3
"906",37,"No","Travel_Rarely","Research & Development",22,3,"Life Sciences",906,"Female",2,"Healthcare Representative","Married",174440,1,14,0,8,4,8,7,7,2,2,1,3,3,7.94209235209235,30,95,3
"907",40,"No","Travel_Rarely","Research & Development",8,3,"Technical Degree",907,"Female",2,"Healthcare Representative","Single",24040,6,17,0,18,2,4,3,3,3,4,2,2,3,9.17938310185185,21,240,3
"908",44,"No","Travel_Frequently","Sales",2,2,"Marketing",908,"Male",1,"Laboratory Technician","Married",34520,4,11,1,14,2,10,0,2,1,4,3,2,3,8.59349856321839,29,225,3
"909",48,"No","Travel_Frequently","Sales",10,4,"Marketing",909,"Female",3,"Manager","Married",22700,2,14,3,23,2,2,2,2,3,4,3,3,3,7.11172514619883,33,0,3
"911",24,"No","Travel_Frequently","Research & Development",15,3,"Life Sciences",911,"Male",2,"Research Scientist","Single",54880,1,22,1,6,6,6,1,3,1,4,3,3,4,8.68772431427243,22,235,3
"912",27,"No","Travel_Rarely","Sales",10,4,"Life Sciences",912,"Male",3,"Sales Executive","Married",194190,7,14,1,5,2,3,0,2,2,3,3,1,3,7.17041183574879,31,0,3
"913",27,"No","Travel_Frequently","Research & Development",7,3,"Life Sciences",913,"Male",1,"Research Scientist","Single",28110,2,20,0,6,3,4,1,2,4,4,2,3,4,6.41012117055327,18,0,3
"914",40,"Yes","Travel_Rarely","Sales",16,4,"Marketing",914,"Male",1,"Research Director","Single",36330,3,16,2,10,0,4,0,3,1,1,1,3,3,10.4867486338798,17,244,3
"915",29,"No","Travel_Rarely","Research & Development",20,1,"Medical",915,"Female",2,"Manager","Single",41630,9,15,1,8,4,5,1,4,3,3,3,2,3,7.29475177304965,26,1,3
"916",36,"No","Travel_Rarely","Research & Development",23,3,"Life Sciences",916,"Female",3,"Sales Executive","Married",21320,4,20,0,9,1,3,0,2,2,1,3,2,4,7.88170243204578,28,85,3
"917",25,"No","Travel_Frequently","Sales",5,1,"Marketing",917,"Male",4,"Manufacturing Director","Divorced",139730,1,14,0,7,3,7,0,7,4,3,3,2,3,6.09803290414878,28,0,3
"918",39,"No","Travel_Rarely","Sales",10,3,"Marketing",918,"Female",2,"Research Director","Married",26840,4,12,0,7,2,5,1,0,4,2,3,3,3,6.77375178826896,28,0,3
"919",49,"No","Travel_Rarely","Sales",4,2,"Life Sciences",919,"Male",2,"Research Director","Married",108450,3,24,0,27,4,4,1,2,1,2,3,2,4,7.80096931659693,22,58,3
"920",50,"No","Travel_Rarely","Research & Development",2,2,"Medical",920,"Male",3,"Sales Executive","Divorced",43770,5,12,1,19,2,14,1,11,4,1,3,2,3,7.78853125,21,58,3
"921",20,"No","Travel_Rarely","Research & Development",18,4,"Medical",921,"Female",2,"Sales Executive","Single",37430,1,13,1,2,2,2,2,2,3,3,3,3,3,6.62571411540296,28,0,3
"922",34,"No","Travel_Rarely","Research & Development",10,3,"Medical",922,"Male",3,"Laboratory Technician","Divorced",41480,1,11,0,11,3,11,7,9,4,2,3,3,3,7.70687887458274,28,43,3
"923",36,"No","Travel_Rarely","Research & Development",1,3,"Life Sciences",923,"Female",2,"Healthcare Representative","Single",10510,2,14,0,15,2,4,1,3,1,2,3,3,3,5.98648757309942,33,0,3
"924",49,"No","Travel_Rarely","Human Resources",6,2,"Life Sciences",924,"Female",2,"Research Scientist","Married",107390,2,11,3,30,3,15,2,12,3,3,3,3,3,8.49920454545455,19,230,4
"925",36,"No","Non-Travel","Research & Development",8,4,"Life Sciences",925,"Male",4,"Laboratory Technician","Married",103880,0,14,0,4,2,3,1,2,4,3,3,3,3,7.95406293222683,20,110,3
"926",36,"No","Travel_Rarely","Research & Development",2,2,"Medical",926,"Female",2,"Healthcare Representative","Divorced",114160,6,16,0,13,2,5,0,4,4,1,3,3,3,6.31008636788049,23,0,3
"927",54,"No","Travel_Rarely","Sales",24,3,"Marketing",927,"Male",1,"Laboratory Technician","Married",26000,3,14,0,36,5,10,4,7,2,3,3,3,3,7.58417632850242,31,20,3
"928",43,"No","Travel_Rarely","Research & Development",2,4,"Life Sciences",928,"Female",1,"Research Scientist","Married",24220,1,11,1,14,2,14,6,11,3,3,3,3,3,7.63241276400367,19,29,4
"929",35,"Yes","Travel_Frequently","Research & Development",17,4,"Medical",929,"Male",1,"Research Director","Single",54720,3,11,1,13,3,11,6,7,4,4,4,2,3,8.41637077294686,31,211,3
"930",38,"No","Travel_Frequently","Research & Development",19,2,"Life Sciences",930,"Male",2,"Research Scientist","Married",24510,7,12,1,19,3,13,2,9,4,4,4,3,3,7.19808999081726,19,0,3
"931",29,"No","Travel_Rarely","Research & Development",1,2,"Medical",931,"Male",2,"Sales Representative","Divorced",42400,1,14,0,10,2,10,0,9,1,2,2,2,3,10.704748513946,18,243,3
"932",33,"No","Travel_Rarely","Research & Development",7,3,"Medical",932,"Male",5,"Sales Executive","Divorced",109990,1,18,3,6,3,6,0,4,4,4,3,2,3,6.41212677435144,34,0,3
"934",31,"No","Travel_Rarely","Research & Development",28,4,"Technical Degree",934,"Female",2,"Sales Executive","Married",127420,1,11,0,10,4,10,0,2,1,4,3,2,3,7.39062327823692,19,3,3
"935",49,"No","Travel_Rarely","Research & Development",2,4,"Medical",935,"Male",1,"Laboratory Technician","Divorced",42270,4,18,0,17,3,2,2,2,4,1,2,2,3,9.69524349881797,26,235,3
"936",38,"No","Travel_Frequently","Sales",29,2,"Medical",936,"Female",1,"Sales Executive","Single",39170,1,15,3,4,2,4,3,3,4,2,3,3,3,7.80672660212079,20,60,3
"937",47,"No","Travel_Rarely","Research & Development",1,4,"Medical",937,"Male",3,"Laboratory Technician","Divorced",183030,6,22,1,29,2,3,1,2,2,2,3,2,4,6.71106718898386,27,0,3
"938",49,"No","Travel_Rarely","Research & Development",21,3,"Medical",938,"Male",2,"Manufacturing Director","Single",23800,4,13,0,23,3,8,0,0,3,3,3,1,3,6.38705882352941,23,0,3
"939",41,"No","Travel_Rarely","Research & Development",24,4,"Life Sciences",939,"Female",4,"Manager","Single",137260,3,12,0,21,6,2,0,2,4,3,3,4,3,10.9591159520516,20,241,3
"940",20,"No","Travel_Rarely","Research & Development",1,3,"Life Sciences",940,"Male",1,"Sales Representative","Single",47770,1,18,1,2,3,2,0,2,4,1,3,3,3,7.70355117565698,20,40,3
"941",33,"No","Non-Travel","Research & Development",18,2,"Medical",941,"Female",2,"Healthcare Representative","Divorced",63850,1,13,0,7,6,6,1,2,3,4,3,2,3,9.48782231598687,24,237,3
"942",36,"No","Travel_Rarely","Research & Development",2,2,"Technical Degree",942,"Male",3,"Sales Executive","Married",199730,6,12,0,10,2,3,0,2,1,3,2,3,3,5.95873538011696,33,0,3
"943",44,"No","Travel_Rarely","Research & Development",9,3,"Technical Degree",943,"Female",3,"Healthcare Representative","Divorced",68610,4,12,0,8,2,2,2,2,3,4,3,2,3,8.52645922746781,28,221,3
"944",23,"Yes","Travel_Rarely","Human Resources",6,3,"Life Sciences",944,"Female",3,"Laboratory Technician","Single",49690,1,12,0,5,3,5,1,2,4,3,3,3,3,8.09385648148148,21,153,3
"945",38,"No","Travel_Rarely","Research & Development",11,2,"Life Sciences",945,"Male",1,"Sales Executive","Married",198450,7,11,1,7,3,0,0,0,4,3,2,3,3,7.3883449558345,22,12,3
"946",53,"No","Travel_Rarely","Research & Development",24,3,"Life Sciences",946,"Male",4,"Research Director","Married",133200,3,11,0,11,2,4,1,2,2,4,3,3,3,8.02402421652422,27,129,4
"947",48,"Yes","Travel_Frequently","Sales",10,2,"Marketing",947,"Male",1,"Healthcare Representative","Married",63470,2,12,1,19,3,9,7,7,4,3,3,1,3,9.88266643225504,24,237,3
"948",32,"Yes","Travel_Rarely","Sales",1,3,"Life Sciences",948,"Male",2,"Research Scientist","Single",27430,1,19,1,1,2,1,0,0,4,2,3,3,3,7.52745965882895,20,16,4
"949",26,"No","Non-Travel","Research & Development",18,2,"Medical",949,"Male",1,"Human Resources","Single",108800,1,23,1,7,5,7,5,7,4,4,3,3,4,7.1902380952381,16,0,3
"950",55,"No","Travel_Rarely","Research & Development",23,1,"Life Sciences",950,"Male",5,"Laboratory Technician","Divorced",23420,5,11,2,8,2,4,1,2,1,2,3,3,3,7.7003748870822,15,47,3
"951",34,"No","Travel_Rarely","Sales",28,3,"Life Sciences",951,"Female",2,"Research Scientist","Married",176500,1,19,1,15,6,15,4,13,2,4,4,1,3,7.96886733716475,29,105,3
"952",60,"No","Travel_Rarely","Sales",17,4,"Medical",952,"Male",1,"Manager","Divorced",40250,3,13,1,19,5,1,0,0,3,4,4,2,3,6.23564616118264,28,0,3
"953",33,"No","Travel_Rarely","Sales",3,3,"Life Sciences",953,"Male",3,"Manager","Married",97250,1,11,0,14,0,14,2,13,2,2,3,3,3,7.78704425204425,30,59,3
"954",37,"No","Travel_Frequently","Research & Development",13,3,"Life Sciences",954,"Male",1,"Laboratory Technician","Divorced",119040,1,12,1,6,4,6,1,3,3,4,2,3,3,6.51364540466392,18,0,3
"955",34,"No","Travel_Rarely","Research & Development",7,2,"Life Sciences",955,"Male",1,"Healthcare Representative","Married",21770,1,13,0,10,5,10,8,7,2,4,3,3,3,7.05704262452107,29,1,3
"956",23,"Yes","Travel_Rarely","Research & Development",12,2,"Medical",956,"Male",2,"Research Scientist","Divorced",75250,1,14,2,3,2,3,0,2,3,4,3,3,3,9.22052267573696,16,245,3
"957",44,"No","Travel_Rarely","Human Resources",1,3,"Life Sciences",957,"Male",1,"Research Scientist","Married",48340,1,14,0,9,1,8,6,7,3,4,3,4,3,8.50544979079498,22,233,4
"958",35,"No","Travel_Frequently","Research & Development",13,3,"Life Sciences",958,"Male",3,"Sales Executive","Single",20420,0,16,0,6,2,5,1,4,1,4,4,3,3,8.16102765855985,28,163,3
"959",43,"No","Travel_Rarely","Research & Development",25,4,"Life Sciences",959,"Male",2,"Sales Executive","Married",22200,1,11,0,10,2,10,8,8,4,4,3,1,3,8.0935150462963,21,150,3
"960",24,"No","Travel_Rarely","Research & Development",6,3,"Life Sciences",960,"Male",3,"Sales Executive","Married",10520,1,13,0,5,3,5,0,4,3,3,3,3,3,6.71120060437006,22,0,4
"961",41,"No","Travel_Rarely","Sales",6,4,"Marketing",961,"Male",1,"Research Scientist","Single",28210,1,17,0,10,3,10,8,7,4,3,3,3,3,7.03459836459836,30,0,3
"962",29,"No","Travel_Rarely","Research & Development",2,2,"Life Sciences",962,"Male",2,"Research Scientist","Married",192370,9,11,1,9,2,5,1,2,4,3,3,3,3,7.92563251563252,30,98,4
"963",36,"No","Travel_Rarely","Human Resources",1,4,"Life Sciences",963,"Female",3,"Research Scientist","Single",41070,3,11,1,17,2,13,6,7,3,4,2,1,3,6.28633116883117,30,0,3
"964",45,"No","Non-Travel","Sales",2,3,"Life Sciences",964,"Female",2,"Manufacturing Director","Married",83960,3,15,2,25,3,23,14,4,3,3,2,2,3,6.29718471636193,24,0,3
"965",24,"Yes","Travel_Rarely","Sales",6,2,"Medical",965,"Female",2,"Manager","Married",20070,1,12,0,1,2,1,0,0,4,3,3,2,3,6.38253164556962,24,0,3
"966",47,"Yes","Travel_Frequently","Research & Development",1,3,"Medical",966,"Female",2,"Sales Executive","Married",196270,7,11,2,25,1,23,14,10,3,3,1,3,3,6.78641936240038,24,0,3
"967",26,"No","Travel_Rarely","Research & Development",9,1,"Medical",967,"Male",1,"Sales Executive","Married",106860,1,14,1,3,2,3,0,2,4,3,4,3,3,7.71978231292517,16,44,3
"968",45,"No","Travel_Rarely","Research & Development",1,4,"Life Sciences",968,"Male",1,"Research Director","Single",29420,1,22,1,21,4,21,8,6,4,2,3,3,4,6.57845570239843,34,0,3
"969",32,"No","Travel_Frequently","Sales",1,1,"Marketing",969,"Male",2,"Laboratory Technician","Married",88580,6,16,1,10,2,5,1,3,1,3,2,3,3,6.90806907571288,35,0,3
"970",31,"No","Travel_Rarely","Research & Development",14,2,"Life Sciences",970,"Male",1,"Sales Executive","Married",167560,1,11,2,6,5,5,0,3,2,3,4,3,3,7.19040082846004,33,2,3
"971",41,"No","Non-Travel","Sales",2,2,"Medical",971,"Male",2,"Research Scientist","Married",107980,6,14,2,10,5,3,1,2,3,2,3,1,3,7.72273088023088,30,42,4
"972",40,"No","Travel_Rarely","Research & Development",22,2,"Technical Degree",972,"Male",1,"Healthcare Representative","Married",23230,2,16,1,18,2,1,0,0,2,1,3,3,3,9.78394280356306,24,237,3
"973",24,"No","Travel_Rarely","Research & Development",3,3,"Life Sciences",973,"Female",1,"Research Scientist","Divorced",14160,1,15,1,6,3,6,1,2,2,1,4,2,3,5.99100694444444,29,0,3
"974",46,"No","Travel_Rarely","Research & Development",6,3,"Medical",974,"Male",4,"Sales Executive","Single",46150,6,12,0,19,3,10,0,9,3,2,3,2,3,7.57574567395264,17,23,3
"975",35,"No","Travel_Rarely","Sales",8,4,"Life Sciences",975,"Male",1,"Laboratory Technician","Married",24610,2,20,1,17,4,7,0,7,4,3,3,3,4,7.3799680432645,35,4,3
"976",30,"No","Travel_Rarely","Sales",9,4,"Marketing",976,"Male",1,"Laboratory Technician","Married",87220,1,17,1,10,3,10,0,8,2,4,2,3,3,7.2764531780689,32,2,3
"977",47,"No","Non-Travel","Research & Development",3,2,"Life Sciences",977,"Female",2,"Sales Executive","Married",39550,7,12,1,4,5,1,0,0,3,2,1,3,3,7.68843853427896,26,33,3
"978",46,"No","Travel_Rarely","Research & Development",1,4,"Technical Degree",978,"Female",3,"Sales Executive","Divorced",99570,4,20,0,13,1,10,0,3,3,4,2,3,4,9.79935666185666,30,231,3
"979",36,"Yes","Travel_Rarely","Research & Development",1,3,"Medical",979,"Male",2,"Manufacturing Director","Divorced",33760,5,20,0,16,3,2,2,2,2,1,3,3,4,10.3770211529521,22,239,3
"980",32,"Yes","Travel_Rarely","Research & Development",26,3,"Medical",980,"Female",2,"Research Director","Single",88230,6,13,2,10,3,0,0,0,1,2,3,3,3,7.01408172635445,19,0,3
